Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction
52,1897,4,4,4,4,3,5,4,4,4,4,4,4,4,3,8,10.0,0,1,1,0,1,0,0,satisfied
54,3654,4,5,3,5,4,4,4,4,4,4,4,3,4,1,25,19.0,1,0,1,0,1,0,0,neutral or dissatisfied
23,438,4,3,4,3,2,4,2,2,2,4,3,3,5,2,128,121.0,0,1,0,1,0,1,0,neutral or dissatisfied
20,526,2,2,2,3,1,2,1,1,3,2,3,4,4,1,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
40,2033,2,3,3,3,3,3,4,2,2,1,2,3,2,2,0,18.0,0,1,1,0,1,0,0,neutral or dissatisfied
28,1774,4,4,3,5,3,3,3,3,3,4,4,4,4,3,0,0.0,1,0,0,1,0,1,0,satisfied
67,925,2,5,2,3,3,5,5,1,1,2,1,4,1,5,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
15,1389,4,2,2,2,4,3,4,4,1,3,4,2,3,4,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
43,765,1,2,2,2,4,3,2,1,1,1,1,1,1,4,2,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
50,1142,3,3,3,2,4,3,5,4,4,3,3,2,3,4,15,37.0,1,0,1,0,0,1,0,neutral or dissatisfied
60,444,4,2,2,2,1,3,2,4,4,4,4,3,4,1,89,105.0,0,1,1,0,1,0,0,neutral or dissatisfied
56,2410,1,1,1,1,5,5,4,4,4,4,4,4,4,3,0,0.0,0,1,1,0,1,0,0,satisfied
26,1012,0,0,0,3,3,2,5,3,4,4,5,5,5,3,11,10.0,0,1,1,0,1,0,0,satisfied
48,212,4,5,2,5,1,3,3,5,5,4,5,1,5,3,51,53.0,1,0,1,0,0,0,1,neutral or dissatisfied
23,1258,3,3,3,3,4,4,4,4,5,2,4,3,4,4,0,3.0,0,1,1,0,1,0,0,satisfied
14,994,2,3,3,4,5,3,5,5,4,4,4,5,4,5,14,14.0,1,0,1,0,0,1,0,neutral or dissatisfied
60,599,2,2,2,3,1,3,3,4,4,2,4,1,4,2,30,19.0,1,0,0,1,0,1,0,neutral or dissatisfied
36,109,4,5,4,2,5,4,5,5,3,2,4,4,4,5,0,0.0,1,0,0,1,0,1,0,satisfied
19,594,1,4,1,4,5,1,5,5,3,4,4,3,4,5,0,2.0,0,1,0,1,0,1,0,neutral or dissatisfied
35,342,2,2,2,3,3,2,4,3,3,4,5,5,5,3,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
20,717,1,3,1,2,3,1,3,3,4,5,3,4,1,3,42,33.0,0,1,0,1,0,1,0,neutral or dissatisfied
40,1802,1,1,1,1,2,5,4,4,4,4,4,4,4,5,23,5.0,1,0,1,0,1,0,0,satisfied
57,678,4,4,4,4,2,5,5,4,4,4,4,5,4,4,0,0.0,1,0,1,0,1,0,0,satisfied
41,442,4,4,4,4,5,4,4,5,5,5,5,3,5,3,3,0.0,1,0,1,0,1,0,0,satisfied
27,526,0,0,0,3,2,3,2,2,3,1,4,3,4,2,16,2.0,1,0,1,0,0,1,0,satisfied
35,621,1,4,1,4,3,1,4,3,4,5,4,4,5,3,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
17,1182,3,1,3,2,2,3,2,2,4,1,1,3,3,2,31,18.0,1,0,0,1,0,1,0,neutral or dissatisfied
23,1716,2,2,2,2,4,4,4,4,4,5,5,5,5,4,0,0.0,0,1,1,0,1,0,0,satisfied
28,1496,3,5,3,3,2,3,2,2,4,2,3,4,5,2,41,48.0,0,1,0,1,1,0,0,neutral or dissatisfied
27,1075,4,4,4,5,4,4,4,4,5,4,3,5,2,4,28,28.0,0,1,1,0,1,0,0,satisfied
70,347,3,4,3,2,1,3,1,1,3,3,5,4,4,1,0,1.0,0,1,0,1,0,1,0,neutral or dissatisfied
13,371,3,3,5,2,2,5,3,2,3,4,4,1,1,2,2,15.0,1,0,0,1,0,1,0,neutral or dissatisfied
17,1390,3,1,3,3,5,3,5,5,1,1,3,4,3,5,4,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
42,2070,1,1,1,1,3,5,4,4,4,4,4,4,4,3,13,0.0,1,0,1,0,1,0,0,satisfied
22,1416,5,4,4,1,2,5,2,2,2,1,5,2,4,2,7,0.0,1,0,1,0,0,1,0,satisfied
43,998,3,3,3,4,1,3,1,1,3,3,3,1,4,1,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
68,544,1,1,1,4,3,4,4,4,4,1,4,3,4,1,42,37.0,1,0,0,1,1,0,0,neutral or dissatisfied
51,612,2,2,2,2,1,2,1,1,2,2,4,3,4,1,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
47,3700,3,3,3,3,2,5,4,4,4,4,4,3,4,4,61,64.0,1,0,1,0,1,0,0,satisfied
51,666,2,4,2,2,5,2,5,5,4,2,5,3,5,5,15,31.0,0,1,0,1,0,1,0,neutral or dissatisfied
19,399,3,5,5,5,3,3,3,3,4,1,4,1,3,3,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
33,2006,0,4,0,1,4,4,4,4,1,3,5,4,3,4,70,102.0,0,1,1,0,1,0,0,satisfied
34,1023,3,3,3,3,4,3,3,4,1,1,2,3,3,3,150,190.0,0,1,1,0,0,0,1,satisfied
51,2435,3,3,3,3,5,4,5,5,5,4,5,3,5,5,0,0.0,0,1,1,0,1,0,0,satisfied
36,1346,5,5,4,5,4,5,4,5,5,5,5,4,5,3,0,0.0,1,0,1,0,1,0,0,satisfied
44,2556,3,3,3,3,5,5,5,4,4,3,5,5,4,5,138,162.0,1,0,1,0,1,0,0,satisfied
57,978,2,4,2,4,5,2,3,5,3,5,5,3,4,5,0,9.0,0,1,0,1,0,1,0,neutral or dissatisfied
52,3073,4,4,3,4,2,4,5,3,3,3,3,4,3,5,30,17.0,0,1,1,0,1,0,0,satisfied
40,3246,5,5,5,5,2,5,4,4,4,4,4,4,4,3,0,0.0,0,1,1,0,1,0,0,satisfied
57,957,2,2,5,2,5,4,5,4,4,4,4,5,4,5,3,0.0,0,1,1,0,1,0,0,satisfied
39,1149,1,1,1,1,3,5,4,3,3,3,3,3,3,5,0,0.0,0,1,1,0,1,0,0,satisfied
31,2133,1,1,2,4,5,2,5,5,3,2,3,3,4,5,12,11.0,1,0,0,1,0,1,0,neutral or dissatisfied
30,462,3,4,3,2,2,3,2,2,3,2,5,5,4,2,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
39,171,4,4,3,4,2,4,1,4,4,4,4,3,4,4,2,0.0,0,1,1,0,1,0,0,satisfied
57,985,3,3,3,3,2,3,2,2,2,2,3,3,3,2,21,8.0,1,0,1,0,0,1,0,neutral or dissatisfied
43,372,2,3,3,3,3,3,3,2,2,2,2,2,2,3,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
23,895,1,1,1,4,3,1,3,3,3,2,4,1,3,3,9,2.0,0,1,1,0,0,1,0,neutral or dissatisfied
13,1075,2,5,3,2,5,3,5,5,4,4,5,3,4,5,18,13.0,1,0,0,1,0,1,0,neutral or dissatisfied
49,1047,3,3,3,1,3,2,2,4,2,3,5,2,3,2,229,240.0,0,1,1,0,0,1,0,satisfied
41,2413,1,1,1,1,5,5,4,3,3,2,3,4,3,5,0,0.0,1,0,1,0,1,0,0,satisfied
47,1235,2,5,2,3,2,4,4,3,3,2,4,4,3,5,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
48,2758,2,3,3,3,3,4,3,2,2,2,2,1,2,3,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
22,301,5,3,3,3,5,5,4,5,4,3,5,5,4,5,0,0.0,1,0,1,0,0,1,0,satisfied
44,804,2,4,2,3,2,2,2,2,2,4,3,2,3,2,0,8.0,0,1,0,1,0,1,0,neutral or dissatisfied
57,631,2,2,5,2,2,2,2,2,1,5,3,2,3,2,0,0.0,0,1,1,0,0,0,1,neutral or dissatisfied
30,774,3,5,5,5,3,3,3,3,1,4,4,4,4,3,0,36.0,0,1,1,0,1,0,0,neutral or dissatisfied
22,427,2,3,0,3,2,0,2,2,4,2,2,2,4,2,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
32,316,2,4,2,2,2,2,2,2,1,1,4,4,3,2,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
21,1400,4,4,4,2,2,4,2,2,3,4,3,3,5,2,5,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
49,3599,4,4,4,4,4,5,5,5,5,5,5,5,5,3,17,23.0,0,1,1,0,1,0,0,satisfied
30,3491,3,3,3,3,4,4,4,4,4,1,2,2,3,4,0,0.0,0,1,1,0,1,0,0,satisfied
54,2175,4,4,4,4,3,4,5,5,5,5,5,3,5,3,129,128.0,0,1,1,0,1,0,0,satisfied
22,359,1,4,1,3,3,1,3,3,2,5,3,2,3,3,3,32.0,1,0,0,1,0,1,0,neutral or dissatisfied
16,3216,4,2,2,2,4,4,4,4,4,4,4,2,3,4,0,3.0,0,1,1,0,1,0,0,neutral or dissatisfied
24,522,5,0,5,4,4,5,4,4,2,2,3,2,5,4,0,0.0,1,0,1,0,0,1,0,satisfied
36,1476,3,3,3,1,2,3,2,2,5,5,5,4,4,2,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
61,577,3,4,3,3,4,3,4,4,4,5,4,3,5,4,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
38,1471,3,4,3,2,3,3,3,3,3,4,4,5,4,3,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
20,2868,3,3,3,3,4,4,5,4,5,4,4,3,5,4,0,0.0,1,0,1,0,1,0,0,satisfied
56,102,3,4,3,4,5,3,5,5,5,2,2,1,3,5,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
14,546,1,5,2,3,2,2,5,2,4,2,1,4,1,2,18,23.0,0,1,0,1,0,1,0,neutral or dissatisfied
25,959,4,4,4,3,3,4,3,3,4,5,4,3,3,3,65,36.0,0,1,1,0,0,1,0,neutral or dissatisfied
50,304,4,5,5,5,1,4,1,4,4,4,4,2,4,1,0,0.0,1,0,1,0,0,1,0,satisfied
29,979,3,2,2,3,3,2,3,3,4,5,3,1,3,3,0,4.0,0,1,1,0,0,1,0,neutral or dissatisfied
38,1605,3,3,3,2,2,3,2,2,4,2,4,3,5,2,2,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
36,697,3,4,4,4,3,3,3,3,4,3,4,3,3,3,18,4.0,0,1,1,0,0,1,0,neutral or dissatisfied
60,3226,4,4,4,4,1,2,3,3,3,3,3,4,3,4,0,0.0,0,1,1,0,1,0,0,satisfied
54,436,0,4,0,4,4,0,4,4,3,5,4,5,5,4,20,19.0,0,1,0,1,0,1,0,satisfied
67,1129,2,1,2,3,5,2,4,5,5,2,5,2,5,3,2,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
53,2586,4,4,4,4,5,4,4,3,3,5,4,4,3,4,0,0.0,0,1,1,0,1,0,0,satisfied
20,806,3,3,3,4,5,3,5,5,4,5,4,2,3,5,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
57,1874,4,4,4,4,2,5,5,4,4,4,4,3,4,4,0,0.0,0,1,1,0,1,0,0,satisfied
24,970,2,2,2,2,4,4,4,5,2,5,1,4,5,4,173,184.0,0,1,1,0,1,0,0,satisfied
23,1685,4,4,4,4,4,5,4,4,4,3,5,5,4,4,0,0.0,0,1,1,0,1,0,0,satisfied
55,1709,3,3,5,3,3,4,4,4,4,4,4,4,4,4,28,34.0,0,1,1,0,1,0,0,satisfied
15,980,3,1,3,1,3,3,3,3,3,5,2,1,2,3,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
45,1605,1,4,1,2,3,5,4,3,3,1,3,3,3,3,2,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
57,1957,2,2,2,2,3,5,5,5,5,5,5,3,5,5,11,34.0,0,1,1,0,1,0,0,satisfied
58,927,3,1,4,3,1,4,3,3,3,4,4,1,3,3,4,15.0,1,0,0,1,0,1,0,neutral or dissatisfied
54,1916,4,4,4,4,3,5,5,5,5,5,5,3,5,5,0,0.0,0,1,1,0,1,0,0,satisfied
33,1840,5,5,5,5,4,4,5,4,3,5,4,5,4,4,0,0.0,0,1,1,0,1,0,0,satisfied
59,3180,5,5,5,5,4,4,4,5,5,5,5,4,5,5,0,0.0,0,1,1,0,1,0,0,satisfied
49,190,2,2,2,2,5,2,5,5,5,3,4,4,4,5,1,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
69,255,3,4,3,3,1,3,1,1,4,4,1,1,5,1,2,7.0,0,1,0,1,0,1,0,neutral or dissatisfied
38,3655,2,2,2,2,2,2,3,5,5,5,5,2,5,1,0,0.0,0,1,1,0,1,0,0,satisfied
46,3791,1,1,1,1,2,5,5,5,5,5,5,4,5,5,0,0.0,0,1,1,0,1,0,0,satisfied
41,270,0,0,0,5,5,1,1,1,1,1,1,4,1,3,13,8.0,1,0,1,0,1,0,0,satisfied
35,258,1,2,2,2,4,4,3,1,1,1,1,3,1,2,10,10.0,1,0,1,0,1,0,0,neutral or dissatisfied
28,269,3,1,4,4,3,3,3,3,4,3,2,2,3,3,3,12.0,0,1,1,0,0,0,1,neutral or dissatisfied
19,1849,3,5,3,4,5,3,5,5,5,4,4,1,4,5,45,42.0,1,0,0,1,0,1,0,neutral or dissatisfied
62,599,2,2,1,3,5,2,4,3,3,1,3,3,3,1,1,4.0,1,0,0,1,0,1,0,neutral or dissatisfied
57,468,1,1,1,1,4,5,5,4,4,4,4,5,4,5,41,37.0,1,0,1,0,1,0,0,satisfied
38,524,4,5,4,2,4,4,4,4,4,3,4,1,2,4,3,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
22,221,4,4,4,4,4,4,4,4,2,3,5,3,2,4,0,0.0,1,0,1,0,0,1,0,satisfied
48,285,1,1,1,1,4,5,4,5,5,5,5,3,5,3,0,0.0,0,1,1,0,1,0,0,satisfied
43,1845,2,4,2,1,2,4,4,5,5,2,5,4,5,5,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
42,135,4,0,4,4,5,4,5,2,2,4,2,3,2,3,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
41,2740,5,5,5,5,1,4,1,4,4,4,4,2,4,5,0,0.0,0,1,1,0,1,0,0,satisfied
18,569,0,1,1,3,2,1,2,2,3,2,2,1,2,2,15,10.0,1,0,0,1,0,1,0,satisfied
43,2441,3,4,4,4,3,4,3,3,3,3,3,2,3,3,0,6.0,1,0,1,0,1,0,0,neutral or dissatisfied
26,585,1,5,5,5,1,1,1,1,4,4,3,3,3,1,18,7.0,1,0,1,0,1,0,0,neutral or dissatisfied
60,2109,2,2,3,2,2,4,5,4,4,4,4,4,4,5,0,0.0,1,0,1,0,1,0,0,satisfied
24,589,1,3,1,1,4,1,4,4,4,1,4,5,4,4,5,18.0,1,0,1,0,0,1,0,neutral or dissatisfied
52,2760,3,3,3,3,5,4,5,5,5,5,5,2,5,4,35,55.0,0,1,1,0,1,0,0,satisfied
29,1012,4,4,4,2,2,4,5,2,4,5,5,5,4,2,0,4.0,1,0,1,0,1,0,0,satisfied
55,3578,1,1,1,1,2,4,4,5,5,5,5,5,5,4,0,0.0,1,0,1,0,1,0,0,satisfied
63,954,2,4,2,3,2,5,5,4,4,2,4,3,4,5,0,8.0,1,0,0,1,0,1,0,neutral or dissatisfied
50,2288,1,1,1,3,3,3,2,5,5,1,5,4,5,1,0,0.0,1,0,0,1,1,0,0,neutral or dissatisfied
28,177,1,3,1,3,2,1,2,2,4,1,3,1,2,2,0,0.0,1,0,0,1,1,0,0,neutral or dissatisfied
46,372,1,1,1,1,5,5,5,4,4,4,4,5,4,5,0,1.0,1,0,1,0,1,0,0,satisfied
23,2182,5,5,5,5,5,5,5,5,1,3,4,5,3,5,0,2.0,1,0,1,0,1,0,0,satisfied
29,1747,1,5,3,5,1,1,1,1,1,5,2,3,2,1,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
54,337,3,4,2,2,4,2,4,4,3,2,4,5,4,4,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
25,657,4,4,3,4,2,3,4,2,3,5,4,3,3,2,5,0.0,0,1,0,1,0,0,1,satisfied
60,696,2,4,2,1,3,2,3,3,4,2,5,3,5,3,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
32,2031,4,4,4,4,4,5,4,4,4,3,2,1,4,4,0,4.0,0,1,1,0,1,0,0,satisfied
55,3834,2,2,2,2,2,4,5,4,4,4,4,5,4,4,0,0.0,0,1,1,0,1,0,0,satisfied
42,1598,4,4,4,4,3,5,4,5,5,5,5,3,5,5,19,0.0,0,1,1,0,1,0,0,satisfied
57,3273,4,4,4,4,3,5,4,4,4,5,4,3,4,5,64,51.0,1,0,1,0,1,0,0,satisfied
21,2736,2,4,4,4,2,2,2,2,4,1,3,1,3,2,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
67,2077,5,4,4,2,3,5,5,3,3,4,3,3,3,3,0,0.0,1,0,0,1,1,0,0,satisfied
45,1788,3,3,3,3,1,1,5,5,5,5,5,1,5,2,99,94.0,0,1,1,0,1,0,0,satisfied
45,425,3,4,3,3,3,3,3,3,1,4,2,1,4,3,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
53,749,2,4,4,4,2,3,3,2,2,2,2,4,2,2,52,35.0,1,0,1,0,0,1,0,neutral or dissatisfied
38,631,4,4,4,4,5,4,4,5,5,5,5,4,5,4,14,55.0,0,1,1,0,1,0,0,satisfied
60,1035,3,4,3,3,5,4,5,5,5,3,5,3,5,3,0,11.0,1,0,0,1,0,1,0,neutral or dissatisfied
49,2446,4,5,5,5,4,4,4,1,5,2,4,4,3,4,136,129.0,0,1,1,0,1,0,0,neutral or dissatisfied
18,296,4,1,1,1,4,4,4,4,5,1,2,2,1,4,0,0.0,0,1,1,0,0,0,1,satisfied
24,453,5,1,5,4,4,5,5,4,4,3,4,3,5,4,67,74.0,0,1,1,0,1,0,0,satisfied
35,496,4,1,1,1,4,4,4,4,4,4,3,2,3,4,39,34.0,1,0,1,0,0,1,0,neutral or dissatisfied
42,160,3,3,3,3,4,4,4,4,4,4,5,4,4,4,0,6.0,0,1,1,0,1,0,0,satisfied
69,357,3,5,3,3,4,3,5,4,3,5,4,3,4,4,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
40,2475,1,1,3,1,2,5,4,5,5,5,5,3,5,5,0,0.0,1,0,1,0,1,0,0,satisfied
45,632,1,1,1,1,3,5,5,4,4,4,4,4,4,4,0,0.0,1,0,1,0,1,0,0,satisfied
41,101,1,4,1,4,3,1,3,3,4,5,3,1,3,3,0,1.0,0,1,1,0,0,1,0,neutral or dissatisfied
10,2535,3,2,3,2,3,3,3,3,2,2,4,4,4,3,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
25,204,5,5,5,4,3,5,3,3,5,4,4,4,4,3,0,0.0,0,1,1,0,1,0,0,satisfied
47,3239,0,3,0,1,5,3,1,4,4,4,4,3,4,3,0,10.0,0,1,1,0,1,0,0,satisfied
24,547,2,3,2,3,1,2,1,1,3,5,3,4,3,1,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
45,2139,3,3,5,3,5,5,5,5,5,5,5,3,5,5,0,0.0,0,1,1,0,1,0,0,satisfied
66,294,2,5,2,1,5,2,5,5,3,5,4,4,4,5,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
39,326,2,5,2,4,5,2,5,5,1,1,2,3,3,5,14,10.0,0,1,1,0,0,1,0,neutral or dissatisfied
30,679,4,2,2,2,4,4,4,4,1,3,2,1,3,4,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
40,678,3,4,3,5,4,3,4,4,3,2,4,5,5,4,0,2.0,1,0,0,1,0,1,0,neutral or dissatisfied
36,637,3,4,4,4,3,4,3,3,4,4,1,4,5,3,114,127.0,1,0,1,0,0,1,0,satisfied
39,725,4,4,4,4,2,4,2,2,2,2,4,4,4,2,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
60,387,2,5,5,5,2,2,2,2,4,5,3,4,4,2,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
25,978,3,3,3,3,1,3,1,1,1,4,3,4,5,1,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
42,580,1,3,3,3,2,3,3,1,1,1,1,3,1,2,16,6.0,1,0,1,0,0,1,0,neutral or dissatisfied
44,2444,4,4,4,4,5,4,3,4,4,4,4,4,4,1,0,4.0,0,1,1,0,1,0,0,neutral or dissatisfied
50,404,3,3,3,3,3,5,5,4,4,4,4,3,4,5,0,0.0,1,0,1,0,1,0,0,satisfied
31,834,1,5,5,5,1,1,1,1,4,2,3,4,3,1,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
30,3775,2,2,2,2,2,2,2,2,4,1,4,2,5,2,0,0.0,0,1,1,0,1,0,0,satisfied
35,488,2,0,3,2,5,3,4,5,5,4,5,5,4,5,21,35.0,0,1,0,1,0,1,0,neutral or dissatisfied
9,950,3,1,2,3,2,2,2,2,1,5,3,3,3,2,0,0.0,1,0,0,1,0,0,1,neutral or dissatisfied
26,679,4,4,4,3,3,4,3,3,3,5,5,5,4,3,22,4.0,1,0,1,0,1,0,0,neutral or dissatisfied
35,197,1,4,1,4,3,1,3,3,4,5,5,3,4,3,4,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
27,2272,3,3,3,3,5,5,4,5,3,4,4,5,3,5,0,0.0,1,0,1,0,1,0,0,satisfied
62,1012,2,1,2,4,1,2,1,1,4,3,4,1,4,1,0,6.0,0,1,0,1,0,1,0,neutral or dissatisfied
43,421,4,3,3,3,4,4,4,4,5,5,5,5,4,4,42,68.0,0,1,1,0,0,1,0,satisfied
46,493,5,4,5,3,2,5,1,2,4,2,4,3,5,2,0,0.0,0,1,0,1,0,1,0,satisfied
53,792,5,2,2,2,5,5,5,5,4,5,5,5,2,5,0,11.0,0,1,1,0,0,1,0,satisfied
22,500,2,4,2,4,4,2,4,4,3,3,3,3,3,4,0,11.0,0,1,0,1,0,1,0,neutral or dissatisfied
57,888,4,4,4,4,2,4,4,2,4,3,5,4,5,2,2,8.0,0,1,0,1,0,0,1,neutral or dissatisfied
41,3233,3,3,3,3,3,4,5,5,5,5,5,4,5,5,12,5.0,0,1,1,0,1,0,0,satisfied
30,199,5,4,3,4,5,5,5,5,3,4,3,1,1,5,14,1.0,0,1,1,0,0,1,0,satisfied
29,735,3,4,3,3,4,4,4,4,3,5,4,5,5,4,18,10.0,1,0,1,0,1,0,0,satisfied
17,802,3,4,3,3,2,3,2,2,4,2,5,2,4,2,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
56,761,1,2,1,3,4,4,4,1,1,1,1,4,1,3,71,58.0,1,0,0,1,0,1,0,neutral or dissatisfied
44,1733,3,3,3,3,2,5,5,5,5,5,5,5,5,3,0,0.0,1,0,1,0,1,0,0,satisfied
30,1475,0,0,0,2,5,0,5,5,3,5,5,3,4,5,9,0.0,0,1,1,0,1,0,0,satisfied
34,349,2,3,2,4,2,2,2,2,3,5,3,4,3,2,8,12.0,0,1,0,1,0,1,0,neutral or dissatisfied
38,200,2,4,2,4,5,2,5,5,1,4,4,1,3,5,39,25.0,1,0,1,0,0,1,0,neutral or dissatisfied
55,2464,3,3,3,3,1,2,2,4,4,4,4,4,4,1,19,13.0,0,1,1,0,1,0,0,satisfied
42,2521,1,1,1,1,3,2,2,1,1,1,1,1,1,2,18,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
41,704,2,5,2,1,4,2,4,4,4,3,4,3,4,4,2,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
9,783,1,1,1,2,3,1,3,3,1,4,3,1,2,3,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
32,1670,5,5,5,5,2,2,2,2,4,2,5,3,4,2,34,18.0,1,0,1,0,1,0,0,satisfied
59,1211,3,0,3,2,2,3,4,5,5,3,5,5,5,4,0,1.0,1,0,0,1,0,0,1,neutral or dissatisfied
57,2714,4,4,4,4,1,2,5,2,2,2,2,4,2,1,0,0.0,1,0,1,0,1,0,0,satisfied
49,277,3,3,3,3,2,3,2,5,5,5,5,3,5,2,108,107.0,0,1,1,0,1,0,0,satisfied
60,414,3,1,3,3,2,4,4,3,3,4,3,4,3,4,0,0.0,1,0,1,0,1,0,0,satisfied
23,3937,3,3,2,3,4,5,4,4,3,4,4,5,4,4,79,70.0,0,1,1,0,1,0,0,satisfied
16,957,2,4,4,4,2,2,4,2,3,1,4,3,4,2,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
48,3108,5,5,5,5,3,5,5,5,5,5,5,5,5,3,48,39.0,1,0,1,0,1,0,0,satisfied
41,746,2,2,2,2,3,4,5,4,4,4,4,3,4,4,0,17.0,0,1,1,0,1,0,0,satisfied
39,129,5,5,5,5,5,5,5,5,5,3,4,5,3,5,0,1.0,1,0,1,0,0,1,0,satisfied
40,2845,1,5,3,5,4,4,4,3,3,3,1,3,3,3,3,8.0,0,1,1,0,1,0,0,neutral or dissatisfied
43,2173,1,0,0,4,4,3,3,4,4,0,4,4,4,1,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
30,337,2,2,2,2,5,5,5,5,3,4,5,4,4,5,0,0.0,1,0,1,0,1,0,0,satisfied
24,248,1,4,1,4,1,1,1,1,5,3,5,3,5,1,1,10.0,0,1,0,1,0,1,0,neutral or dissatisfied
29,2306,5,2,3,2,5,5,5,5,5,4,3,2,2,5,0,0.0,1,0,1,0,0,0,1,satisfied
54,216,3,3,3,3,4,5,5,5,5,5,5,4,5,5,1,0.0,1,0,1,0,1,0,0,satisfied
35,448,5,5,5,1,4,5,4,4,3,4,5,3,5,4,47,44.0,1,0,0,1,0,1,0,satisfied
74,3231,1,1,1,1,1,4,3,1,1,1,1,3,1,4,25,5.0,1,0,1,0,1,0,0,neutral or dissatisfied
41,192,3,3,3,3,5,4,4,4,4,4,5,3,4,5,0,0.0,1,0,1,0,1,0,0,satisfied
44,1744,3,3,3,3,5,5,4,4,4,4,4,4,4,5,0,0.0,1,0,1,0,1,0,0,satisfied
39,1072,3,3,3,3,3,3,5,5,3,5,4,5,4,5,170,164.0,1,0,1,0,1,0,0,neutral or dissatisfied
43,641,5,5,5,5,4,5,5,5,5,5,5,3,5,5,2,0.0,0,1,1,0,1,0,0,satisfied
25,1428,1,4,1,3,4,1,4,4,5,3,4,3,5,4,8,8.0,1,0,0,1,1,0,0,neutral or dissatisfied
26,1235,4,4,4,4,4,3,2,4,1,2,3,4,3,4,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
41,2421,4,4,4,4,2,4,4,5,5,5,5,4,5,5,0,0.0,1,0,1,0,1,0,0,satisfied
29,1063,2,1,1,1,2,2,2,2,1,5,3,4,1,2,4,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
10,287,3,3,3,5,3,2,2,5,2,5,4,2,2,2,159,180.0,1,0,0,1,0,1,0,neutral or dissatisfied
51,230,3,5,3,1,2,3,2,2,4,3,4,4,5,2,0,12.0,0,1,0,1,0,0,1,neutral or dissatisfied
20,409,3,1,3,4,1,3,1,1,3,4,3,3,4,1,7,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
39,404,4,3,3,3,4,3,4,4,4,5,5,5,5,4,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
